Date,ADANIENT.NS,ADANIPORTS.NS,APOLLOHOSP.NS,ASIANPAINT.NS,AXISBANK.NS,BAJAJ-AUTO.NS,BAJAJFINSV.NS,BAJFINANCE.NS,BEL.NS,BHARTIARTL.NS,CIPLA.NS,COALINDIA.NS,DRREDDY.NS,EICHERMOT.NS,ETERNAL.NS,GRASIM.NS,HCLTECH.NS,HDFCBANK.NS,HDFCLIFE.NS,HEROMOTOCO.NS,HINDALCO.NS,HINDUNILVR.NS,ICICIBANK.NS,INDUSINDBK.NS,INFY.NS,ITC.NS,JIOFIN.NS,JSWSTEEL.NS,KOTAKBANK.NS,LT.NS,M&M.NS,MARUTI.NS,NESTLEIND.NS,NTPC.NS,ONGC.NS,POWERGRID.NS,RELIANCE.NS,SBILIFE.NS,SBIN.NS,SHRIRAMFIN.NS,SUNPHARMA.NS,TATACONSUM.NS,TATAMOTORS.NS,TATASTEEL.NS,TCS.NS,TECHM.NS,TITAN.NS,TRENT.NS,ULTRACEMCO.NS,WIPRO.NS
2020-04-24,134.31491088867188,264.00286865234375,1340.818359375,1763.916015625,402.1976013183594,2192.60791015625,438.2080383300781,1945.1610107421875,22.63037109375,476.4109191894531,578.6242065429688,88.06370544433594,784.6168212890625,1312.3956298828125,,486.7227478027344,391.1259765625,900.5079345703125,447.7500305175781,1675.7725830078125,100.24938201904297,2109.6005859375,323.6856689453125,369.76806640625,585.458251953125,144.9798126220703,,142.45091247558594,1235.8162841796875,792.9221801757812,316.7986145019531,4844.70361328125,1642.32421875,71.13981628417969,51.275760650634766,68.17840576171875,643.0810546875,671.8988037109375,169.18865966796875,123.71055603027344,461.7560729980469,313.7669982910156,73.74189758300781,10.763531684875488,1702.9971923828125,435.24420166015625,885.095947265625,482.7740478515625,3228.8173828125,86.09980773925781
2020-04-27,134.2650604248047,264.4906005859375,1399.402099609375,1786.8870849609375,425.4462585449219,2246.765380859375,460.9379577636719,2011.8944091796875,22.35716438293457,476.2181701660156,587.6998901367188,88.77079772949219,780.2064819335938,1352.0206298828125,,485.9425048828125,403.6593933105469,892.4921264648438,478.7621154785156,1711.50244140625,104.65010070800781,2144.112060546875,336.30047607421875,393.4278259277344,591.3306274414062,144.81878662109375,,146.2155303955078,1299.673095703125,796.6947631835938,313.008056640625,4854.97802734375,1693.7230224609375,70.3400650024414,51.92049789428711,68.3711929321289,648.8673706054688,706.4757080078125,170.2711181640625,118.86912536621094,465.8929138183594,336.1377258300781,74.78541564941406,10.92847728729248,1719.9000244140625,442.37646484375,906.2940673828125,490.9734802246094,3280.256591796875,88.18267059326172
2020-04-28,138.95335388183594,266.2463684082031,1406.8482666015625,1760.8756103515625,453.4741516113281,2209.061279296875,485.32501220703125,2193.049072265625,22.23573875427246,468.121337890625,577.9483032226562,87.03523254394531,774.2181396484375,1383.635009765625,,485.16229248046875,393.63262939453125,894.1240844726562,480.14483642578125,1718.4893798828125,105.18205261230469,2115.929931640625,347.85211181640625,451.9977722167969,587.8606567382812,144.49667358398438,,148.16754150390625,1322.6539306640625,798.46484375,318.36224365234375,4851.4736328125,1657.7603759765625,68.81673431396484,52.4893913269043,67.34302520751953,648.1412963867188,712.164306640625,173.47132873535156,128.72784423828125,450.7245178222656,329.931640625,76.47491455078125,11.004912376403809,1740.9237060546875,449.8979187011719,911.276123046875,488.7373046875,3312.809326171875,87.04435729980469
2020-04-29,139.15286254882812,280.5853271484375,1398.465087890625,1705.956787109375,437.1950988769531,2240.847412109375,498.9859313964844,2260.323486328125,22.20538330078125,478.0978088378906,575.6793823242188,89.89570617675781,760.6831665039062,1382.56298828125,,489.5511169433594,410.886962890625,937.9951171875,486.7620849609375,1742.5010986328125,112.4843521118164,2062.152587890625,358.09869384765625,454.9432373046875,601.963134765625,146.67076110839844,,152.53634643554688,1323.8502197265625,815.4186401367188,329.78143310546875,4866.59619140625,1650.216796875,68.70248413085938,53.47545623779297,67.7071762084961,647.5966186523438,705.7337036132812,178.93055725097656,129.07032775878906,454.2431640625,340.61181640625,77.66751098632812,11.371005058288574,1784.562744140625,457.0734558105469,903.9984130859375,484.0660705566406,3352.193603515625,87.50452423095703
2020-04-30,141.04812622070312,282.97515869140625,1375.1895751953125,1697.463134765625,442.96990966796875,2352.165771484375,509.537353515625,2281.63330078125,21.88664436340332,495.7372741699219,569.2588500976562,95.45592498779297,771.5817260742188,1420.4404296875,,492.4282531738281,454.1690368652344,961.70654296875,494.8608093261719,1916.242431640625,125.92828369140625,2028.1953125,367.4752502441406,452.0943603515625,636.619140625,146.59027099609375,,167.92010498046875,1353.11181640625,836.0987548828125,347.4550476074219,5145.38232421875,1691.255615234375,72.39659118652344,60.60552215576172,69.42071533203125,665.31884765625,719.0895385742188,179.3070526123047,144.59434509277344,441.6900329589844,338.3026123046875,92.67427825927734,12.000604629516602,1886.449462890625,472.2457580566406,947.6158447265625,501.9060974121094,3449.752685546875,92.49370574951172
2020-05-04,131.22264099121094,259.8084411621094,1352.900146484375,1618.4149169921875,401.0525817871094,2189.73876953125,475.3974609375,2046.9344482421875,20.47509765625,513.2803955078125,590.7412719726562,91.47056579589844,772.1109619140625,1327.8092041015625,,467.216796875,429.6871643066406,886.0601806640625,473.0337829589844,1769.430908203125,112.09747314453125,1924.3831787109375,326.7789306640625,408.5411071777344,599.4273681640625,140.14849853515625,,152.0251007080078,1273.9510498046875,792.4097900390625,338.35760498046875,4691.69970703125,1647.07958984375,69.6545639038086,58.064491271972656,68.13555908203125,651.3408203125,680.30810546875,168.34156799316406,138.37359619140625,442.6410827636719,322.2823486328125,83.38201141357422,11.006924629211426,1807.7867431640625,434.3796691894531,871.224365234375,474.6242980957031,3267.51904296875,92.05776977539062
2020-05-05,132.3697967529297,256.6383056640625,1329.08203125,1562.772216796875,387.31243896484375,2172.388671875,462.1059265136719,1970.8504638671875,19.852798461914062,508.990966796875,576.3070678710938,88.70651245117188,751.5095825195312,1333.811279296875,,459.8045349121094,434.8258361816406,874.9724731445312,471.6510925292969,1738.16748046875,112.09747314453125,1886.360107421875,319.81903076171875,404.3403015136719,599.4273681640625,140.0277099609375,,152.35040283203125,1234.6197509765625,779.6011352539062,348.8764953613281,4637.498046875,1643.781982421875,70.53048706054688,59.505672454833984,70.10614776611328,662.8908081054688,705.9315185546875,160.38803100585938,136.92955017089844,433.939453125,317.03839111328125,80.40052795410156,10.968706130981445,1809.9405517578125,432.2183837890625,866.437744140625,472.8849792480469,3205.781982421875,89.22410583496094
2020-05-06,132.9184112548828,263.51513671875,1287.806884765625,1554.568115234375,387.1631164550781,2216.369140625,468.4647216796875,2073.1162109375,19.321569442749023,526.2930908203125,571.3346557617188,85.974609375,755.155517578125,1338.54345703125,,470.4840393066406,433.73956298828125,908.5238037109375,484.9349060058594,1792.469970703125,114.70889282226562,1857.438720703125,330.01727294921875,410.9071044921875,592.4873657226562,131.9755096435547,,154.11656188964844,1242.1968994140625,779.9737548828125,366.8818359375,4650.3642578125,1633.1956787109375,72.1299819946289,60.11249923706055,70.85585021972656,662.9362182617188,723.3436279296875,161.04690551757812,144.640625,432.1325378417969,322.859619140625,82.68633270263672,11.173877716064453,1782.6429443359375,438.1835632324219,856.1805419921875,467.617431640625,3244.8740234375,90.6046142578125
2020-05-07,134.56430053710938,275.4642639160156,1253.682373046875,1538.787353515625,395.626220703125,2157.818115234375,466.5181579589844,2028.1348876953125,19.018007278442383,508.990966796875,569.2105712890625,84.0783462524414,752.2446899414062,1353.0831298828125,,473.2148742675781,427.5982360839844,887.9801635742188,488.4410705566406,1769.0775146484375,113.7900619506836,1840.6683349609375,325.5223083496094,438.76763916015625,591.6419677734375,129.64036560058594,,160.0655517578125,1196.18603515625,766.51318359375,379.675048828125,4560.15625,1617.452392578125,68.89288330078125,57.34390640258789,69.2922134399414,683.9033203125,727.3009643554688,160.71746826171875,139.8917694091797,430.04034423828125,328.3921203613281,81.99065399169922,11.097440719604492,1771.4521484375,446.39654541015625,829.4630737304688,462.5487365722656,3175.03564453125,89.17567443847656
2020-05-08,136.80870056152344,278.0491943359375,1296.7325439453125,1523.44140625,380.392578125,2169.0263671875,459.2908935546875,1992.3074951171875,18.122507095336914,510.9187927246094,571.4795532226562,82.92129516601562,780.9317016601562,1338.437255859375,,474.2876892089844,433.15472412109375,891.8681030273438,513.6260986328125,1735.7353515625,113.25810241699219,1930.6663818359375,326.44061279296875,425.2478332519531,599.8722534179688,127.42601013183594,,156.76571655273438,1213.78271484375,760.0855102539062,366.45538330078125,4468.79541015625,1679.7730712890625,66.26512908935547,57.647300720214844,68.11414337158203,708.7960815429688,751.9351196289062,156.85836791992188,137.81822204589844,446.01708984375,335.56036376953125,80.54961395263672,10.978764533996582,1773.0911865234375,463.55731201171875,813.5887451171875,456.9830017089844,3226.71923828125,89.12722778320312
2020-05-11,139.70150756835938,282.5849914550781,1286.2781982421875,1514.947509765625,377.9034118652344,2301.056884765625,454.9984436035156,1983.3507080078125,18.25910758972168,516.8468627929688,565.831298828125,82.56776428222656,757.0176391601562,1379.9747314453125,,491.9893493652344,440.800048828125,879.1483764648438,518.7124633789062,1847.214599609375,115.82115173339844,1892.3663330078125,309.4757385253906,418.5361328125,607.6132202148438,127.58705139160156,,162.24996948242188,1184.8701171875,765.3486328125,369.6773681640625,4741.1484375,1657.048095703125,65.99857330322266,58.443748474121094,68.02845764160156,715.603515625,742.487060546875,155.7288818359375,136.2908172607422,441.11944580078125,341.5740051269531,85.56842803955078,11.11152172088623,1812.32861328125,458.3702087402344,810.4139404296875,447.7896728515625,3280.3544921875,89.46629333496094
